vivienda;hogar;variedad;descripcion;id_unidad_medida_presentacion;cantidad_unidades_presentacion;contenido_empaque_presentacion;id_unidad_medida;cantidad_inicial;cantidad_final;consumo_exclusivo_hogar;factor_anual
9379;1;29;AZUCARES;NA;NA;NA;2;2;0;2;347.037499999999
9426;1;7;ARROZ;NA;NA;NA;2;16;2;14;378.586363636363
9426;1;10;CARNE DE CERDO;NA;NA;NA;2;3;0;3;378.586363636363
9426;1;15;HUEVOS;NA;NA;NA;1;20;0;20;378.586363636363
9426;1;16;ACEITE;57;1;128;4;0.5;0.25;0.25;378.586363636363
9426;1;18;SALAMI;NA;NA;NA;2;2;0;2;378.586363636363
9426;1;24;PLÁTANO VERDE;NA;NA;NA;1;30;0;30;378.586363636363
9426;1;26;PAPAS;NA;NA;NA;2;5;0;5;378.586363636363
9426;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;1;1;378.586363636363
9426;1;29;AZUCARES;NA;NA;NA;2;5;0;5;378.586363636363
9917;1;7;ARROZ;NA;NA;NA;2;15;3;12;187.230797035965
9957;1;29;AZUCARES;NA;NA;NA;2;1;0.5;0.5;257.442345924452
10187;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;400;3;1;0;1;788.6658368756
10187;1;7;ARROZ;NA;NA;NA;2;1;0;1;788.6658368756
10187;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;788.6658368756
10187;1;29;AZUCARES;NA;NA;NA;2;0.5;0;0.5;788.6658368756
10167;1;26;PAPAS;NA;NA;NA;2;2;0;2;552.06608581292
10167;1;28;HABICHUELAS ENLATADAS;63;1;425;3;3;1;2;552.06608581292
10167;1;29;AZUCARES;NA;NA;NA;2;5;2;3;552.06608581292
10167;1;30;CHOCOLATE O COCOA;56;1;8;4;2;1.5;0.5;552.06608581292
10155;1;7;ARROZ;NA;NA;NA;2;20;0;20;690.08260726615
10155;1;16;ACEITE;57;1;2;7;0.5;0;0.5;690.08260726615
10155;1;29;AZUCARES;NA;NA;NA;2;0.5;0;0.5;690.08260726615
10180;1;1;PANES;56;1;12;1;1;0.5;0.5;788.6658368756
10180;1;3;GALLETAS SALADAS;8;1;33;3;5;0;5;788.6658368756
10180;1;5;AVENA;56;1;1;2;1;0.5;0.5;788.6658368756
10180;1;13;LECHE LÍQUIDA;31;1;1;7;2;1;1;788.6658368756
10180;1;15;HUEVOS;NA;NA;NA;1;7;4;3;788.6658368756
10180;1;29;AZUCARES;NA;NA;NA;2;4;3;1;788.6658368756
10365;1;1;PANES;NA;NA;NA;1;8;0;8;332.408333333333
10365;1;3;GALLETAS SALADAS;NA;NA;NA;1;12;0;12;332.408333333333
10365;1;4;HARÍNA DE MAÍZ;56;1;1;2;1;1;0;332.408333333333
10365;1;5;AVENA;NA;NA;NA;2;0.5;0.25;0.25;332.408333333333
10365;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1;0;1;332.408333333333
10365;1;10;CARNE DE CERDO;NA;NA;NA;2;2;0;2;332.408333333333
10365;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;332.408333333333
10365;1;15;HUEVOS;NA;NA;NA;1;10;0;10;332.408333333333
10365;1;16;ACEITE;NA;NA;NA;4;8;2;6;332.408333333333
10365;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;1;0;332.408333333333
10365;1;29;AZUCARES;NA;NA;NA;2;2;0;2;332.408333333333
10131;1;1;PANES;NA;NA;NA;1;5;0;5;788.6658368756
10131;1;2;GALLETAS DULCES;NA;NA;NA;1;4;0;4;788.6658368756
10131;1;5;AVENA;56;1;1;2;0.5;0;0.5;788.6658368756
10131;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;1;2;2;1;1;788.6658368756
10131;1;7;ARROZ;NA;NA;NA;2;5;2;3;788.6658368756
10131;1;8;CARNE DE RES;NA;NA;NA;2;2;0;2;788.6658368756
10131;1;10;CARNE DE CERDO;NA;NA;NA;2;1;1;0;788.6658368756
10131;1;13;LECHE LÍQUIDA;31;1;1;7;1;0;1;788.6658368756
10131;1;14;LECHE EN POLVO;63;1;900;3;0.5;0.25;0.25;788.6658368756
10131;1;15;HUEVOS;NA;NA;NA;1;15;5;10;788.6658368756
10131;1;16;ACEITE;57;1;64;4;0.33;0;0.33;788.6658368756
10131;1;17;MANTEQUILLA;105;1;54;4;0.5;0;0.5;788.6658368756
10131;1;20;SARDINAS EN ACEITE;63;1;26;4;2;2;0;788.6658368756
10131;1;26;PAPAS;NA;NA;NA;2;1;0;1;788.6658368756
10131;1;28;HABICHUELAS ENLATADAS;63;1;16;4;1;1;0;788.6658368756
10131;1;29;AZUCARES;NA;NA;NA;2;2;0;2;788.6658368756
10131;1;30;CHOCOLATE O COCOA;99;1;26;3;7;0;7;788.6658368756
10895;1;1;PANES;NA;NA;NA;1;1;0;1;294.21982391366
10895;1;16;ACEITE;87;1;6;4;1;0;1;294.21982391366
10884;1;29;AZUCARES;NA;NA;NA;2;5;4.25;0.25;205.953876739562
10956;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;0.5;0;0.5;343.256461232603
10956;1;7;ARROZ;NA;NA;NA;2;1;0;1;343.256461232603
10956;1;16;ACEITE;NA;NA;NA;20;1;0.25;0.75;343.256461232603
10956;1;25;GUINEITO VERDE;NA;NA;NA;1;3;3;0;343.256461232603
10956;1;29;AZUCARES;NA;NA;NA;2;1;0;1;343.256461232603
10384;1;5;AVENA;56;1;650;3;1;0.5;0.5;462.716666666665
10384;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;350;3;2;0;2;462.716666666665
10384;1;7;ARROZ;NA;NA;NA;2;25;10;15;462.716666666665
10384;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;462.716666666665
10384;1;15;HUEVOS;NA;NA;NA;1;16;0;16;462.716666666665
10384;1;16;ACEITE;20;1;4;4;1;0.5;0.5;462.716666666665
10384;1;18;SALAMI;NA;NA;NA;2;1;0;1;462.716666666665
10384;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;462.716666666665
10384;1;25;GUINEITO VERDE;NA;NA;NA;1;32;0;32;462.716666666665
10384;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;462.716666666665
10384;1;29;AZUCARES;NA;NA;NA;2;2;0;2;462.716666666665
10384;1;30;CHOCOLATE O COCOA;56;1;16;4;1;0.5;0.5;462.716666666665
10382;1;5;AVENA;56;1;650;3;1;0.5;0.5;462.716666666665
10382;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;350;3;3;0;3;462.716666666665
10382;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;462.716666666665
10382;1;15;HUEVOS;NA;NA;NA;1;28;0;28;462.716666666665
10382;1;16;ACEITE;20;1;4;4;1;0.5;0.5;462.716666666665
10382;1;18;SALAMI;NA;NA;NA;2;1;0;1;462.716666666665
10382;1;22;ATÚN EN AGUA;63;1;142;3;3;0;3;462.716666666665
10382;1;24;PLÁTANO VERDE;NA;NA;NA;1;22;0;22;462.716666666665
10382;1;25;GUINEITO VERDE;NA;NA;NA;1;48;0;48;462.716666666665
10382;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;462.716666666665
11351;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;302.189393939394
11363;1;5;AVENA;56;1;650;3;1;0.5;0.5;302.189393939394
11363;1;15;HUEVOS;NA;NA;NA;1;18;0;18;302.189393939394
11363;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;350;3;2;0;2;302.189393939394
11363;1;7;ARROZ;NA;NA;NA;2;48;27;21;302.189393939394
11363;1;13;LECHE LÍQUIDA;31;1;1;7;5;1;4;302.189393939394
11363;1;16;ACEITE;20;1;4;4;1;0.5;0.5;302.189393939394
11363;1;17;MANTEQUILLA;105;1;425;3;1;0.5;0.5;302.189393939394
11363;1;18;SALAMI;NA;NA;NA;2;1;0;1;302.189393939394
11363;1;24;PLÁTANO VERDE;NA;NA;NA;1;15;0;15;302.189393939394
11363;1;25;GUINEITO VERDE;NA;NA;NA;1;33;0;33;302.189393939394
11363;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;0;3;302.189393939394
11363;1;29;AZUCARES;NA;NA;NA;2;5;2;3;302.189393939394
11363;1;30;CHOCOLATE O COCOA;56;1;16;4;1;0.5;0.5;302.189393939394
11411;1;7;ARROZ;NA;NA;NA;2;5;0;5;416.444999999999
11411;1;16;ACEITE;57;1;64;4;0.5;0.3;0.2;416.444999999999
11446;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;1;2;4;2;2;277.006944444444
11446;1;7;ARROZ;NA;NA;NA;2;20;5;15;277.006944444444
11446;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;277.006944444444
11446;1;15;HUEVOS;NA;NA;NA;1;20;5;15;277.006944444444
11446;1;16;ACEITE;57;1;4;7;1;0.5;0.5;277.006944444444
11446;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;5;1;1;277.006944444444
11446;1;29;AZUCARES;NA;NA;NA;2;2;0;2;277.006944444444
11484;1;14;LECHE EN POLVO;NA;NA;NA;3;100;0;100;520.556249999998
11493;1;1;PANES;NA;NA;NA;1;6;2;4;378.586363636362
11493;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1.5;1;0.5;378.586363636362
11493;1;7;ARROZ;NA;NA;NA;2;13;10;3;378.586363636362
11493;1;9;POLLO;NA;NA;NA;2;2;1;1;378.586363636362
11493;1;13;LECHE LÍQUIDA;55;1;1;7;5;3;2;378.586363636362
11493;1;15;HUEVOS;NA;NA;NA;1;10;6;4;378.586363636362
11493;1;16;ACEITE;57;1;2;7;1.75;1;0.75;378.586363636362
11493;1;18;SALAMI;NA;NA;NA;2;3;2;1;378.586363636362
11493;1;25;GUINEITO VERDE;NA;NA;NA;1;20;7;13;378.586363636362
11493;1;26;PAPAS;NA;NA;NA;2;8;4;4;378.586363636362
11493;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;1.5;0.5;378.586363636362
11493;1;29;AZUCARES;NA;NA;NA;2;7;6;1;378.586363636362
11506;1;1;PANES;117;1;1;1;1;0;1;378.586363636362
11506;1;3;GALLETAS SALADAS;NA;NA;NA;1;15;8;7;378.586363636362
11506;1;5;AVENA;56;1;400;3;1;1;0;378.586363636362
11506;1;7;ARROZ;NA;NA;NA;2;5;5;0;378.586363636362
11506;1;14;LECHE EN POLVO;56;1;34;4;3;1;2;378.586363636362
11506;1;15;HUEVOS;NA;NA;NA;1;20;8;12;378.586363636362
11506;1;16;ACEITE;57;1;128;4;0.5;0.5;0;378.586363636362
11506;1;17;MANTEQUILLA;105;1;425;3;0.5;0.25;0.25;378.586363636362
11506;1;26;PAPAS;NA;NA;NA;2;3;3;0;378.586363636362
11506;1;29;AZUCARES;NA;NA;NA;2;2;1;1;378.586363636362
11506;1;30;CHOCOLATE O COCOA;87;1;16;4;0.75;0.5;0.25;378.586363636362
11494;1;3;GALLETAS SALADAS;NA;NA;NA;1;18;12;6;378.586363636362
11494;1;5;AVENA;56;1;23;4;1;1;0;378.586363636362
11494;1;7;ARROZ;NA;NA;NA;2;18;10;8;378.586363636362
11494;1;8;CARNE DE RES;NA;NA;NA;2;5;3.5;1.5;378.586363636362
11494;1;9;POLLO;NA;NA;NA;2;4;2;2;378.586363636362
11494;1;10;CARNE DE CERDO;NA;NA;NA;2;3;3;0;378.586363636362
11494;1;11;PESCADO;NA;NA;NA;2;5;3;2;378.586363636362
11494;1;13;LECHE LÍQUIDA;55;1;1;7;3;2;1;378.586363636362
11494;1;15;HUEVOS;NA;NA;NA;1;30;23;7;378.586363636362
11494;1;16;ACEITE;57;1;1;7;1;0.5;0.5;378.586363636362
11494;1;18;SALAMI;NA;NA;NA;2;2.5;1;1.5;378.586363636362
11494;1;22;ATÚN EN AGUA;63;1;5;4;4;2;2;378.586363636362
11494;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;378.586363636362
11494;1;25;GUINEITO VERDE;NA;NA;NA;1;20;5;15;378.586363636362
11494;1;26;PAPAS;NA;NA;NA;2;6;3;3;378.586363636362
11494;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;3;2;1;378.586363636362
11494;1;29;AZUCARES;NA;NA;NA;2;10;7;3;378.586363636362
11458;1;3;GALLETAS SALADAS;8;1;33;3;19;7;12;378.586363636363
11458;1;5;AVENA;56;1;650;3;1;0.5;0.5;378.586363636363
11458;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;400;3;4;3;1;378.586363636363
11458;1;7;ARROZ;NA;NA;NA;2;28;17;11;378.586363636363
11458;1;13;LECHE LÍQUIDA;31;1;34;4;3;1;2;378.586363636363
11458;1;15;HUEVOS;NA;NA;NA;1;27;16;11;378.586363636363
11458;1;16;ACEITE;57;1;4;7;1;0.5;0.5;378.586363636363
11458;1;17;MANTEQUILLA;105;1;15;4;1;0.5;0.5;378.586363636363
11458;1;18;SALAMI;NA;NA;NA;2;5;2;3;378.586363636363
11458;1;23;ATÚN EN ACEITE;63;1;142;3;3;2;1;378.586363636363
11458;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;4;2;2;378.586363636363
11458;1;29;AZUCARES;NA;NA;NA;2;9;5;4;378.586363636363
11458;1;30;CHOCOLATE O COCOA;87;1;400;3;1;0.5;0.5;378.586363636363
11078;1;1;PANES;NA;NA;NA;1;6;0;6;552.06608581292
11078;1;4;HARÍNA DE MAÍZ;NA;NA;NA;2;2;1.75;0.25;552.06608581292
11078;1;7;ARROZ;NA;NA;NA;2;10;7;3;552.06608581292
11078;1;14;LECHE EN POLVO;NA;NA;NA;2;2;1.5;0.5;552.06608581292
11078;1;15;HUEVOS;NA;NA;NA;1;15;10;5;552.06608581292
11078;1;16;ACEITE;56;1;8;2;8;7.5;0.5;552.06608581292
11078;1;17;MANTEQUILLA;NA;NA;NA;2;0.5;0.5;0;552.06608581292
11078;1;18;SALAMI;NA;NA;NA;2;1;0.5;0.5;552.06608581292
11078;1;20;SARDINAS EN ACEITE;63;1;105;3;2;2;0;552.06608581292
11078;1;28;HABICHUELAS ENLATADAS;63;1;15;4;4;4;0;552.06608581292
11078;1;29;AZUCARES;NA;NA;NA;2;2;1;1;552.06608581292
11078;1;30;CHOCOLATE O COCOA;99;1;1;4;4;2;2;552.06608581292
11067;1;7;ARROZ;NA;NA;NA;2;12;0;12;788.6658368756
11067;1;16;ACEITE;57;1;64;4;1;0.5;0.5;788.6658368756
11067;1;25;GUINEITO VERDE;NA;NA;NA;1;20;0;20;788.6658368756
11067;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;788.6658368756
11067;1;29;AZUCARES;NA;NA;NA;2;2;0;2;788.6658368756
11578;1;5;AVENA;NA;NA;NA;2;1;0;1;250.109552332913
11578;1;7;ARROZ;NA;NA;NA;2;10;8;2;250.109552332913
11578;1;14;LECHE EN POLVO;NA;NA;NA;2;2;0.5;1.5;250.109552332913
11578;1;15;HUEVOS;31;30;1;1;1;0;1;250.109552332913
11578;1;16;ACEITE;57;1;64;4;1;0.5;0.5;250.109552332913
11578;1;17;MANTEQUILLA;NA;NA;NA;2;1;0.5;0.5;250.109552332913
11578;1;18;SALAMI;81;1;2;2;1;0.5;0.5;250.109552332913
11578;1;25;GUINEITO VERDE;NA;NA;NA;1;30;10;20;250.109552332913
11578;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;4;3;1;250.109552332913
11578;1;29;AZUCARES;NA;NA;NA;2;2;0;2;250.109552332913
11589;1;4;HARÍNA DE MAÍZ;56;1;1;2;6;4;0.2;166.739701555276
11589;1;5;AVENA;56;1;650;3;1;0.5;0.5;166.739701555276
9686;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;0;2;340.13467960431
9686;1;7;ARROZ;NA;NA;NA;2;22;10;12;340.13467960431
9686;1;16;ACEITE;57;1;64;4;0.5;0.25;0.25;340.13467960431
9686;1;24;PLÁTANO VERDE;NA;NA;NA;91;2;1;1;340.13467960431
9686;1;25;GUINEITO VERDE;NA;NA;NA;91;1;0.5;0.5;340.13467960431
9832;1;2;GALLETAS DULCES;NA;NA;NA;1;5;0;5;257.442345924452
9832;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;2;0;257.442345924452
9832;1;5;AVENA;56;1;30;4;2;2;0;257.442345924452
9832;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;14;4;2;2;0;257.442345924452
9832;1;7;ARROZ;NA;NA;NA;2;100;86;14;257.442345924452
9832;1;8;CARNE DE RES;NA;NA;NA;2;4;2;2;257.442345924452
9832;1;9;POLLO;NA;NA;NA;2;6;4;2;257.442345924452
9832;1;13;LECHE LÍQUIDA;NA;NA;NA;7;2;0;2;257.442345924452
9832;1;15;HUEVOS;NA;NA;NA;1;7;0;7;257.442345924452
9832;1;16;ACEITE;57;1;2;7;1.5;1;0.5;257.442345924452
9832;1;17;MANTEQUILLA;105;1;27;4;1;0.5;0.5;257.442345924452
9832;1;21;PICA PICA;63;1;15;4;3;3;0;257.442345924452
9832;1;22;ATÚN EN AGUA;63;1;113;3;2;2;0;257.442345924452
9832;1;29;AZUCARES;NA;NA;NA;2;5;4;1;257.442345924452
9832;1;30;CHOCOLATE O COCOA;56;1;300;3;0.75;0.25;0.5;257.442345924452
9222;1;7;ARROZ;NA;NA;NA;2;5;1;4;552.06608581292
9222;1;13;LECHE LÍQUIDA;31;1;1;7;3;0;3;552.06608581292
9222;1;16;ACEITE;57;1;64;4;1;0.25;0.5;552.06608581292
9565;1;4;HARÍNA DE MAÍZ;56;1;397;3;2;1;1;272.107743683448
9565;1;29;AZUCARES;NA;NA;NA;2;1;0;1;272.107743683448
9565;1;7;ARROZ;NA;NA;NA;2;3;0;3;272.107743683448
9565;1;25;GUINEITO VERDE;NA;NA;NA;1;10;0;10;272.107743683448
9565;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;0;1;272.107743683448
11195;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;10;0;10;613.406762014355
11632;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;2;0;247.370676075862
11632;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;1.5;1.5;0;247.370676075862
11632;1;26;PAPAS;NA;NA;NA;2;1.5;0;1.5;247.370676075862
11632;1;7;ARROZ;NA;NA;NA;2;15;5;10;247.370676075862
11632;1;16;ACEITE;20;1;2;4;0.25;0;0.25;247.370676075862
11632;1;21;PICA PICA;63;1;215;3;2;1;1;247.370676075862
11632;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1.5;1;0.5;247.370676075862
11632;1;29;AZUCARES;NA;NA;NA;2;1.5;0;1.5;247.370676075862
11631;1;7;ARROZ;NA;NA;NA;2;20;0;20;247.370676075862
11631;1;16;ACEITE;57;1;2;7;1;0.75;0.25;247.370676075862
11631;1;27;HABICHUELAS SUELTAS;56;1;16;4;3;1.5;1.5;247.370676075862
11631;1;29;AZUCARES;NA;NA;NA;2;3;1;2;247.370676075862
11764;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;0;2;205.953876739562
11764;1;7;ARROZ;NA;NA;NA;2;50;20;30;205.953876739562
11764;1;13;LECHE LÍQUIDA;63;1;315;3;1;0;1;205.953876739562
11764;1;16;ACEITE;57;3;4;7;2.5;0.25;2;205.953876739562
11764;1;17;MANTEQUILLA;105;1;1;2;0.5;0.25;0.25;205.953876739562
11764;1;18;SALAMI;NA;NA;NA;2;2;1;1;205.953876739562
11764;1;19;SARDINAS EN AGUA;63;1;15;4;2;2;0;205.953876739562
11764;1;20;SARDINAS EN ACEITE;63;1;125;3;6;3;3;205.953876739562
11764;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;15;12;3;205.953876739562
11764;1;29;AZUCARES;NA;NA;NA;2;25;20;5;205.953876739562
11785;1;7;ARROZ;NA;NA;NA;2;10;0;10;187.230797035965
11785;1;9;POLLO;NA;NA;NA;2;4;0;4;187.230797035965
11785;1;16;ACEITE;57;1;2;7;1;0.5;0.5;187.230797035965
11785;1;25;GUINEITO VERDE;NA;NA;NA;1;20;5;15;187.230797035965
11774;1;5;AVENA;56;1;650;3;1;0.5;0.5;120.729166666667
11774;1;7;ARROZ;NA;NA;NA;2;8;0;8;120.729166666667
11774;1;15;HUEVOS;NA;NA;NA;1;10;0;10;120.729166666667
11774;1;16;ACEITE;57;1;2;7;0.25;0;0.25;120.729166666667
11774;1;19;SARDINAS EN AGUA;63;1;90;3;3;1;2;120.729166666667
11774;1;24;PLÁTANO VERDE;NA;NA;NA;1;25;10;15;120.729166666667
11774;1;25;GUINEITO VERDE;NA;NA;NA;1;15;0;15;120.729166666667
11774;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;0.5;0;0.5;120.729166666667
11774;1;29;AZUCARES;NA;NA;NA;2;0.5;0;0.5;120.729166666667
11762;1;3;GALLETAS SALADAS;8;1;40;3;4;0;4;205.953876739562
11762;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;2;1.5;0.5;205.953876739562
11762;1;7;ARROZ;NA;NA;NA;2;3.5;3.5;0;205.953876739562
11762;1;14;LECHE EN POLVO;63;1;800;3;1;0;1;205.953876739562
11762;1;15;HUEVOS;NA;NA;NA;1;5;0;5;205.953876739562
11762;1;16;ACEITE;87;1;235;5;1;0.5;0.5;205.953876739562
11762;1;21;PICA PICA;63;1;15;4;1;1;0;205.953876739562
11762;1;24;PLÁTANO VERDE;NA;NA;NA;1;4;0;4;205.953876739562
11762;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;1;1;0;205.953876739562
11762;1;29;AZUCARES;NA;NA;NA;2;0.5;0;0.5;205.953876739562
11763;1;4;HARÍNA DE MAÍZ;56;1;397;3;1;0;1;205.953876739562
11763;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;350;3;0.5;0.5;0;205.953876739562
11763;1;14;LECHE EN POLVO;56;1;125;3;0.25;0;0.25;205.953876739562
11191;1;29;AZUCARES;NA;NA;NA;2;10;6;4;613.406762014355
8707;1;14;LECHE EN POLVO;63;1;800;3;0.75;0.5;0.25;340.13467960431
8120;1;14;LECHE EN POLVO;63;1;1500;3;0.25;0;0.25;788.665836875599
10621;1;16;ACEITE;57;1;2;2;0.5;0.25;0.25;181.897856242119
10621;1;26;PAPAS;NA;NA;NA;2;2;0;2;181.897856242119
10621;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;0;2;181.897856242119
10621;1;29;AZUCARES;NA;NA;NA;2;1.5;0;1.5;181.897856242119
10611;1;4;HARÍNA DE MAÍZ;56;1;14;4;4;0;4;200.087641866331
10611;1;6;FIEDOS O SPAGUETTIS (PASTAS);NA;NA;NA;2;6;0;6;200.087641866331
10611;1;7;ARROZ;NA;NA;NA;2;20;10;10;200.087641866331
10611;1;13;LECHE LÍQUIDA;31;1;17;4;3;0;3;200.087641866331
10611;1;14;LECHE EN POLVO;63;1;800;3;1;0.5;0.5;200.087641866331
10611;1;15;HUEVOS;NA;NA;NA;1;20;10;10;200.087641866331
10611;1;16;ACEITE;57;1;2;7;1;0.5;0.5;200.087641866331
10611;1;26;PAPAS;NA;NA;NA;2;5;0;5;200.087641866331
10611;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;5;0;5;200.087641866331
10611;1;29;AZUCARES;NA;NA;NA;2;5;0;5;200.087641866331
10611;1;30;CHOCOLATE O COCOA;23;10;26;3;1;0;1;200.087641866331
10551;1;1;PANES;NA;NA;NA;1;12;5;7;247.370676075862
10551;1;2;GALLETAS DULCES;8;1;40;3;12;7;5;247.370676075862
10551;1;4;HARÍNA DE MAÍZ;56;1;397;3;2;1;1;247.370676075862
10551;1;5;AVENA;56;1;650;3;1;0.5;0.5;247.370676075862
10551;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;400;3;2;1;1;247.370676075862
10551;1;7;ARROZ;NA;NA;NA;2;25;14.5;10.5;247.370676075862
10551;1;8;CARNE DE RES;NA;NA;NA;2;1;0;1;247.370676075862
10551;1;9;POLLO;NA;NA;NA;2;2;0;2;247.370676075862
10551;1;13;LECHE LÍQUIDA;31;1;1;7;2;1;1;247.370676075862
10551;1;15;HUEVOS;NA;NA;NA;1;30;12;18;247.370676075862
10551;1;16;ACEITE;57;1;64;4;1;0.5;0.5;247.370676075862
10551;1;17;MANTEQUILLA;105;1;1;2;0.5;0;0.5;247.370676075862
10551;1;18;SALAMI;NA;NA;NA;2;1.5;1;0.5;247.370676075862
10551;1;29;AZUCARES;NA;NA;NA;2;5;2;3;247.370676075862
10551;1;30;CHOCOLATE O COCOA;105;1;32;4;1;0.5;0.5;247.370676075862
10549;1;5;AVENA;56;1;50;3;1;0;1;247.370676075862
10549;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;400;3;1;0;1;247.370676075862
10549;1;7;ARROZ;NA;NA;NA;2;10;0;10;247.370676075862
10549;1;16;ACEITE;57;1;64;4;1;0.5;0.5;247.370676075862
10549;1;17;MANTEQUILLA;105;1;1;2;1;0.5;0.5;247.370676075862
10549;1;25;GUINEITO VERDE;NA;NA;NA;1;20;0;20;247.370676075862
10622;1;16;ACEITE;57;1;2;2;0.5;0.25;0.25;181.897856242119
10719;1;4;HARÍNA DE MAÍZ;56;1;14;4;2;0;2;272.107743683448
10801;1;7;ARROZ;NA;NA;NA;2;30;26;4;205.953876739562
10801;1;16;ACEITE;57;1;2;7;0.5;0.25;0.25;205.953876739562
10801;1;15;HUEVOS;NA;NA;NA;1;5;0;5;205.953876739562
10801;1;24;PLÁTANO VERDE;NA;NA;NA;1;10;0;10;205.953876739562
10801;1;26;PAPAS;NA;NA;NA;2;2;0;2;205.953876739562
10801;1;29;AZUCARES;NA;NA;NA;2;1;0;1;205.953876739562
10826;1;4;HARÍNA DE MAÍZ;56;1;14;4;1;0;1;144.875
10826;1;6;FIEDOS O SPAGUETTIS (PASTAS);56;1;14;4;2;0;2;144.875
10826;1;7;ARROZ;NA;NA;NA;2;10;0;10;144.875
10826;1;14;LECHE EN POLVO;56;1;360;3;0.75;0;0.75;144.875
10826;1;15;HUEVOS;NA;NA;NA;1;13;0;13;144.875
10826;1;16;ACEITE;57;1;2;7;0.5;0.25;0.25;144.875
10826;1;25;GUINEITO VERDE;NA;NA;NA;1;60;0;60;144.875
10826;1;27;HABICHUELAS SUELTAS;NA;NA;NA;2;2;1;1;144.875
10802;1;10;CARNE DE CERDO;NA;NA;NA;2;2.5;0;2.5;205.953876739562
10792;1;1;PANES;NA;NA;NA;1;12;0;12;171.628230616302
10792;1;14;LECHE EN POLVO;98;1;800;3;0.5;0;0.5;171.628230616302
10792;1;16;ACEITE;57;1;2;7;0.5;0.25;0.25;171.628230616302
10792;1;29;AZUCARES;NA;NA;NA;2;1;0;1;171.628230616302
10813;1;24;PLÁTANO VERDE;NA;NA;NA;1;45;0;45;294.21982391366
10813;1;25;GUINEITO VERDE;NA;NA;NA;1;25;0;25;294.21982391366
10791;1;1;PANES;NA;NA;NA;1;6;0;6;171.628230616302
10791;1;3;GALLETAS SALADAS;8;1;36;3;5;0;5;171.628230616302
10791;1;4;HARÍNA DE MAÍZ;56;1;14;4;1;1;0;171.628230616302
10791;1;5;AVENA;56;1;1;2;1;0.5;0.5;171.628230616302
10791;1;6;FIEDOS O SPAGUETTIS (PASTAS);8;1;14;4;4;3;1;171.628230616302
10791;1;7;ARROZ;NA;NA;NA;2;10;5;5;171.628230616302
10791;1;8;CARNE DE RES;NA;NA;NA;2;2;0;2;171.628230616302
10791;1;9;POLLO;NA;NA;NA;2;3;1;2;171.628230616302
